;Tag Type, Tag Name, Tag Description, Read Only, Data Source, Security Code, Alarmed, Data Logged, Native Type, Value Type, Min Analog, Max Analog, Initial Analog, Scale, Offset, DeadBand, Units, Off Label Digital, On Label Digital, Initial Digital, Length String, Initial String, Node Name, Address, Scan Class,  System Source Name, System Source Index, RIO Address, Element Size Block, Number Elements Block, Initial Block
D,Sucrose\FV230501_LL,PRE FILTER TRAIN 1 INLET VALVE LOWER LIFT MANUAL ON,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230501_AOI.HMI_LSL_MO,A,,,,,,
D,Sucrose\FV230501_LL_OPN,PRE FILTER TRAIN 1 INLET VALVE LOWER LIFT MANUAL ON,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230501_AOI.DO_LSL_Energize,A,,,,,,
D,Sucrose\FV230501_MM,PRE FILTER TRAIN 1 INLET VALVE MANUAL MODE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230501_AOI.HMI_MM,A,,,,,,
D,Sucrose\FV230501_MO,FV230501 Valve Manual ON,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230501_AOI.HMI_MO,A,,,,,,
D,Sucrose\FV230501_OPN,PRE FILTER TRAIN 1 INLET VALVE OPEN,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230501_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV230501_UL,PRE FILTER TRAIN 1 INLET VALVE UPPER LIFT MANUAL ON,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230501_AOI.HMI_USL_MO,A,,,,,,
D,Sucrose\FV230501_UL_OPN,PRE FILTER TRAIN 1 INLET VALVE UPPER LIFT MANUAL ON,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230501_AOI.DO_USL_Energize,A,,,,,,
D,Sucrose\FV230502,PRE FILTER TRAIN 1 INLET LOW POINT DRAIN VALVE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230502_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV230502_MM,PRE FILTER TRAIN 1 INLET LOW POINT DRAIN VALVE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230502_AOI.HMI_MM,A,,,,,,
D,Sucrose\FV230502_MO,FV230502 Valve Manual ON,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230502_AOI.HMI_MO,A,,,,,,
D,Sucrose\FV230503,PRE FILTER TRAIN 1 INLET LOW POINT DRAIN VALVE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230503_AOI.DO_Energize,A,,,,,,
D,Sucrose\FV230503_MM,PRE FILTER TRAIN 1 INLET LOW POINT DRAIN VALVE MANUAL MODE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230503_AOI.HMI_MM,A,,,,,,
D,Sucrose\FV230503_MO,FV230503 Valve Manual ON,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230503_AOI.HMI_MO,A,,,,,,
D,Sucrose\FV230503_Opn,,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230503_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV230504,PRE FILTER TRAIN 1 OUTLET LOW POINT DRAIN VALVE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230504_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV230504_MM,PRE FILTER TRAIN 1 OUTLET LOW POINT DRAIN VALVE MANUAL MODE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230504_AOI.HMI_MM,A,,,,,,
D,Sucrose\FV230504_MO,FV230504 Valve Manual ON,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230504_AOI.HMI_MO,A,,,,,,
D,Sucrose\FV230505,PRE FILTER TRAIN 1 OUTLET LOW POINT DRAIN VALVE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230505_AOI.DO_Energize,A,,,,,,
D,Sucrose\FV230505_MM,PRE FILTER TRAIN 1 OUTLET LOW POINT DRAIN VALVE MANUAL MODE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230505_AOI.HMI_MM,A,,,,,,
D,Sucrose\FV230505_MO,FV230505 Valve Manual ON,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230505_AOI.HMI_MO,A,,,,,,
D,Sucrose\FV230505_OPN,PRE FILTER TRAIN 1 OUTLET VALVE OPEN,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230505_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV230506,PRE FILTER TRAIN 1 OUTLET VALVE OPEN,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230506_AOI.DO_Energize,A,,,,,,
D,Sucrose\FV230506_ALM,FV230506 Alarm,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230506_AOI.HMI_Alarmed,A,,,,,,
D,Sucrose\FV230506_CLS,PRE FILTER TRAIN 1 OUTLET VALVE CLOSED,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230506_AOI.HMI_Closed,A,,,,,,
D,Sucrose\FV230506_LL,PRE FILTER TRAIN 1 OUTLET VALVE LOWER LIFT MANUAL ON,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230506_AOI.HMI_LSL_MO,A,,,,,,
D,Sucrose\FV230506_LL_OPN,PRE FILTER TRAIN 1 OUTLET VALVE LOWER LIFT MANUAL ON,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230506_AOI.DO_LSL_Energize,A,,,,,,
D,Sucrose\FV230506_MM,PRE FILTER TRAIN 1 OUTLET VALVE MANUAL MODE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230506_AOI.HMI_MM,A,,,,,,
D,Sucrose\FV230506_MO,PRE FILTER TRAIN 1 OUTLET VALVE MANUAL MODE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230506_AOI.HMI_MO,A,,,,,,
D,Sucrose\FV230506_OPN,PRE FILTER TRAIN 1 OUTLET VALVE OPEN,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230506_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV230506_UL,PRE FILTER TRAIN 1 OUTLET VALVE UPPER LIFT MANUAL ON,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230506_AOI.HMI_USL_MO,A,,,,,,
D,Sucrose\FV230506_UL_OPN,PRE FILTER TRAIN 1 OUTLET VALVE UPPER LIFT MANUAL ON,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230506_AOI.DO_USL_Energize,A,,,,,,
D,Sucrose\FV230508,FINAL FILTER TRAIN 1 INLET VALVE OPEN,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230508_AOI.DO_Energize,A,,,,,,
D,Sucrose\FV230508_ALM,FV230508 Alarm,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230508_AOI.HMI_Alarmed,A,,,,,,
D,Sucrose\FV230508_CLS,FINAL FILTER TRAIN 1 INLET VALVE CLOSED,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230508_AOI.HMI_Closed,A,,,,,,
D,Sucrose\FV230508_LL,FINAL FILTER TRAIN 1 INLET VALVE LOWER LIFT MANUAL ON,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230508_AOI.HMI_LSL_MO,A,,,,,,
D,Sucrose\FV230508_LL_OPN,FINAL FILTER TRAIN 1 INLET VALVE LOWER LIFT MANUAL ON,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230508_AOI.DO_LSL_Energize,A,,,,,,
D,Sucrose\FV230508_MM,FINAL FILTER TRAIN 1 INLET VALVE MANUAL MODE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230508_AOI.HMI_MM,A,,,,,,
D,Sucrose\FV230508_MO,FINAL FILTER TRAIN 1 INLET VALVE MANUAL MODE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230508_AOI.HMI_MO,A,,,,,,
D,Sucrose\FV230508_OPN,FINAL FILTER TRAIN 1 INLET VALVE OPEN,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230508_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV230508_UL,FINAL FILTER TRAIN 1 INLET VALVE UPPER LIFT MANUAL ON,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230508_AOI.HMI_USL_MO,A,,,,,,
D,Sucrose\FV230508_UL_OPN,FINAL FILTER TRAIN 1 INLET VALVE UPPER LIFT MANUAL ON,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230508_AOI.DO_USL_Energize,A,,,,,,
D,Sucrose\FV230509,FINAL FILTER TRAIN 1 INLET LOW POINT DRAIN VALVE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230509_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV230509_MM,FINAL FILTER TRAIN 1 INLET LOW POINT DRAIN VALVE MANUAL MODE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230509_AOI.HMI_MM,A,,,,,,
D,Sucrose\FV230509_MO,FV230509 Valve Manual ON,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230509_AOI.HMI_MO,A,,,,,,
D,Sucrose\FV230510,FINAL FILTER TRAIN 1 INLET LOW POINT DRAIN VALVE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230510_AOI.DO_Energize,A,,,,,,
D,Sucrose\FV230510_MM,FINAL FILTER TRAIN 1 INLET LOW POINT DRAIN VALVE MANUAL MODE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230510_AOI.HMI_MM,A,,,,,,
D,Sucrose\FV230510_MO,FV230510 Valve Manual ON,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230510_AOI.HMI_MO,A,,,,,,
D,Sucrose\FV230510_Opn,,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230510_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV230511,FINAL FILTER TRAIN 1 OUTLET LOW POINT DRAIN VALVE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230511_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV230511_MM,FINAL FILTER TRAIN 1 OUTLET LOW POINT DRAIN VALVE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230511_AOI.HMI_MM,A,,,,,,
D,Sucrose\FV230511_MO,FV230511 Valve Manual ON,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230511_AOI.HMI_MO,A,,,,,,
D,Sucrose\FV230512,FINAL FILTER TRAIN 1 OUTLET LOW POINT DRAIN VALVE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230512_AOI.DO_Energize,A,,,,,,
D,Sucrose\FV230512_ALM,FV230512 Alarm,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230512_AOI.HMI_Alarmed,A,,,,,,
D,Sucrose\FV230512_MM,FINAL FILTER TRAIN 1 OUTLET LOW POINT DRAIN VALVE MANUAL MODE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230512_AOI.HMI_MM,A,,,,,,
D,Sucrose\FV230512_MO,FV230512 Valve Manual ON,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230512_AOI.HMI_MO,A,,,,,,
D,Sucrose\FV230512_OPN,,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230512_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV230513,FINAL FILTER TRAIN 1 OUTLET VALVE OPEN,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230513_AOI.DO_Energize,A,,,,,,
D,Sucrose\FV230513_ALM,,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230513_AOI.HMI_Alarmed,A,,,,,,
D,Sucrose\FV230513_CLS,FINAL FILTER TRAIN 1 OUTLET VALVE CLOSED,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230513_AOI.HMI_Closed,A,,,,,,
D,Sucrose\FV230513_LL,FINAL FILTER TRAIN 1 OUTLET VALVE LOWER LIFT MANUAL ON,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230513_AOI.HMI_LSL_MO,A,,,,,,
D,Sucrose\FV230513_LL_OPN,FINAL FILTER TRAIN 1 OUTLET VALVE LOWER LIFT MANUAL ON,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230513_AOI.DO_LSL_Energize,A,,,,,,
D,Sucrose\FV230513_MM,FINAL FILTER TRAIN 1 OUTLET VALVE MANUAL MODE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230513_AOI.HMI_MM,A,,,,,,
D,Sucrose\FV230513_MO,FINAL FILTER TRAIN 1 OUTLET VALVE MANUAL MODE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230513_AOI.HMI_MO,A,,,,,,
D,Sucrose\FV230513_OPN,FINAL FILTER TRAIN 1 OUTLET VALVE OPEN,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230513_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV230513_UL,FINAL FILTER TRAIN 1 OUTLET VALVE UPPER LIFT MANUAL ON,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230513_AOI.HMI_USL_MO,A,,,,,,
D,Sucrose\FV230513_UL_OPN,FINAL FILTER TRAIN 1 OUTLET VALVE UPPER LIFT MANUAL ON,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230513_AOI.DO_USL_Energize,A,,,,,,
D,Sucrose\FV230601,PRE FILTER TRAIN 2 INLET VALVE OPEN,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230601_AOI.DO_Energize,A,,,,,,
D,Sucrose\FV230601_ALM,FV230601 Alarm,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230601_AOI.HMI_Alarmed,A,,,,,,
D,Sucrose\FV230601_CLS,PRE FILTER TRAIN 2 INLET VALVE CLOSED,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230601_AOI.HMI_Closed,A,,,,,,
D,Sucrose\FV230601_LL,PRE FILTER TRAIN 2 INLET VALVE LOWER LIFT MANUAL ON,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230601_AOI.HMI_LSL_MO,A,,,,,,
D,Sucrose\FV230601_LL_OPN,PRE FILTER TRAIN 2 INLET VALVE LOWER LIFT MANUAL ON,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230601_AOI.DO_LSL_Energize,A,,,,,,
D,Sucrose\FV230601_MM,PRE FILTER TRAIN 2 INLET VALVE MANUAL MODE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230601_AOI.HMI_MM,A,,,,,,
D,Sucrose\FV230601_MO,PRE FILTER TRAIN 2 INLET VALVE MANUAL MODE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230601_AOI.HMI_MO,A,,,,,,
D,Sucrose\FV230601_OPN,PRE FILTER TRAIN 2 INLET VALVE OPEN,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230601_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV230601_UL,PRE FILTER TRAIN 2 INLET VALVE UPPER LIFT MANUAL ON,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230601_AOI.HMI_USL_MO,A,,,,,,
D,Sucrose\FV230601_UL_OPN,PRE FILTER TRAIN 2 INLET VALVE UPPER LIFT MANUAL ON,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230601_AOI.DO_USL_Energize,A,,,,,,
D,Sucrose\FV230602,PRE FILTER TRAIN 2 INLET LOW POINT DRAIN VALVE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230602_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV230602_MM,PRE FILTER TRAIN 2 INLET LOW POINT DRAIN VALVE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230602_AOI.HMI_MM,A,,,,,,
D,Sucrose\FV230602_MO,PRE FILTER TRAIN 2 INLET LOW POINT DRAIN VALVE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230602_AOI.HMI_MO,A,,,,,,
D,Sucrose\FV230603,PRE FILTER TRAIN 2 INLET LOW POINT DRAIN VALVE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230603_AOI.DO_Energize,A,,,,,,
D,Sucrose\FV230603_MM,PRE FILTER TRAIN 2 INLET LOW POINT DRAIN VALVE MANUAL MODE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230603_AOI.HMI_MM,A,,,,,,
D,Sucrose\FV230603_MO,PRE FILTER TRAIN 2 INLET LOW POINT DRAIN VALVE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230603_AOI.HMI_MO,A,,,,,,
D,Sucrose\FV230603_Opn,,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230603_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV230604,PRE FILTER TRAIN 2 OUTLET LOW POINT DRAIN VALVE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230604_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV230604_MM,PRE FILTER TRAIN 2 OUTLET LOW POINT DRAIN VALVE MANUAL MODE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230604_AOI.HMI_MM,A,,,,,,
D,Sucrose\FV230604_MO,,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230604_AOI.HMI_MO,A,,,,,,
D,Sucrose\FV230605,PRE FILTER TRAIN 2 OUTLET LOW POINT DRAIN VALVE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230605_AOI.DO_Energize,A,,,,,,
D,Sucrose\FV230605_MM,PRE FILTER TRAIN 2 OUTLET LOW POINT DRAIN VALVE MANUAL MODE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230605_AOI.HMI_MM,A,,,,,,
D,Sucrose\FV230605_MO,,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230605_AOI.HMI_MO,A,,,,,,
D,Sucrose\FV230605_OPN,PRE FILTER TRAIN 2 OUTLET VALVE OPEN,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230605_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV230606,,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230606_AOI.DO_Energize,A,,,,,,
D,Sucrose\FV230606_ALM,FV230606 Alarm,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230606_AOI.HMI_Alarmed,A,,,,,,
D,Sucrose\FV230606_CLS,PRE FILTER TRAIN 2 OUTLET VALVE CLOSED,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230606_AOI.HMI_Closed,A,,,,,,
D,Sucrose\FV230606_LL,PRE FILTER TRAIN 2 OUTLET AUTOMATIC VALVE LOWER LIFT MANUAL ON,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230606_AOI.HMI_LSL_MO,A,,,,,,
D,Sucrose\FV230606_LL_OPN,PRE FILTER TRAIN 2 OUTLET AUTOMATIC VALVE LOWER LIFT MANUAL ON,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230606_AOI.DO_LSL_Energize,A,,,,,,
D,Sucrose\FV230606_MM,PRE FILTER TRAIN 2 OUTLET AUTOMATIC VALVE MANUAL MODE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230606_AOI.HMI_MM,A,,,,,,
D,Sucrose\FV230606_MO,,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230606_AOI.HMI_MO,A,,,,,,
D,Sucrose\FV230606_OPN,PRE FILTER TRAIN 2 OUTLET VALVE OPEN,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230606_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV230606_UL,PRE FILTER TRAIN 2 OUTLET AUTOMATIC VALVE UPPER LIFT MANUAL ON,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230606_AOI.HMI_USL_MO,A,,,,,,
D,Sucrose\FV230606_UL_OPN,PRE FILTER TRAIN 2 OUTLET AUTOMATIC VALVE UPPER LIFT MANUAL ON,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230606_AOI.DO_USL_Energize,A,,,,,,
D,Sucrose\FV230607,LOW POINT DRAIN VALVE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230607_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV230607_MM,LOW POINT DRAIN VALVE MANUAL MODE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230607_AOI.HMI_MM,A,,,,,,
D,Sucrose\FV230607_MO,LOW POINT DRAIN VALVE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230607_AOI.HMI_MO,A,,,,,,
D,Sucrose\FV230608,FINAL FILTER TRAIN 2 INLET VALVE OPEN,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230608_AOI.DO_Energize,A,,,,,,
D,Sucrose\FV230608_ALM,FV230608 Alarm,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230608_AOI.HMI_Alarmed,A,,,,,,
D,Sucrose\FV230608_CLS,FINAL FILTER TRAIN 2 INLET VALVE CLOSED,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230608_AOI.HMI_Closed,A,,,,,,
D,Sucrose\FV230608_LL,FINAL FILTER TRAIN 2 INLET AUTOMATIC VALVE LOWER LIFT MANUAL ON,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230608_AOI.HMI_LSL_MO,A,,,,,,
D,Sucrose\FV230608_LL_OPN,FINAL FILTER TRAIN 2 INLET AUTOMATIC VALVE LOWER LIFT MANUAL ON,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230608_AOI.DO_LSL_Energize,A,,,,,,
D,Sucrose\FV230608_MM,FINAL FILTER TRAIN 2 INLET AUTOMATIC VALVE MANUAL MODE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230608_AOI.HMI_MM,A,,,,,,
D,Sucrose\FV230608_MO,,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230608_AOI.HMI_MO,A,,,,,,
D,Sucrose\FV230608_OPN,FINAL FILTER TRAIN 2 INLET VALVE OPEN,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230608_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV230608_UL,FINAL FILTER TRAIN 2 INLET AUTOMATIC VALVE UPPER LIFT MANUAL ON,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230608_AOI.HMI_USL_MO,A,,,,,,
D,Sucrose\FV230608_UL_OPN,FINAL FILTER TRAIN 2 INLET AUTOMATIC VALVE UPPER LIFT MANUAL ON,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230608_AOI.DO_USL_Energize,A,,,,,,
D,Sucrose\FV230609,FINAL FILTER TRAIN 2 INLET LOW POINT DRAIN VALVE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230609_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV230609_MM,FINAL FILTER TRAIN 2 INLET LOW POINT DRAIN VALVE MANUAL MODE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230609_AOI.HMI_MM,A,,,,,,
D,Sucrose\FV230609_MO,FINAL FILTER TRAIN 2 INLET LOW POINT DRAIN VALVE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230609_AOI.HMI_MO,A,,,,,,
D,Sucrose\FV230610,FINAL FILTER TRAIN 2 INLET LOW POINT DRAIN VALVE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230610_AOI.DO_Energize,A,,,,,,
D,Sucrose\FV230610_MM,FINAL FILTER TRAIN 2 INLET LOW POINT DRAIN VALVE MANUAL MODE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230610_AOI.HMI_MM,A,,,,,,
D,Sucrose\FV230610_MO,FV230610 Valve Manual ON,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230610_AOI.HMI_MO,A,,,,,,
D,Sucrose\FV230610_Opn,,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230610_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV230611,FINAL FILTER TRAIN 2 OUTLET LOW POINT DRAIN VALVE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230611_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV230611_MM,FINAL FILTER TRAIN 2 OUTLET LOW POINT DRAIN VALVE MANUAL MODE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230611_AOI.HMI_MM,A,,,,,,
D,Sucrose\FV230611_MO,FV230611 Valve Manual ON,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230611_AOI.HMI_MO,A,,,,,,
D,Sucrose\FV230612,FINAL FILTER TRAIN 2 OUTLET LOW POINT DRAIN VALVE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230612_AOI.DO_Energize,A,,,,,,
D,Sucrose\FV230612_ALM,FV230612 Alarm,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230612_AOI.HMI_Alarmed,A,,,,,,
D,Sucrose\FV230612_MM,FINAL FILTER TRAIN 2 OUTLET LOW POINT DRAIN VALVE MANUAL MODE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230612_AOI.HMI_MM,A,,,,,,
D,Sucrose\FV230612_MO,FV230612 Valve Manual ON,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230612_AOI.HMI_MO,A,,,,,,
D,Sucrose\FV230612_OPN,,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230612_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV230613,FINAL FILTER TRAIN 2 OUTLET VALVE OPEN,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230613_AOI.DO_Energize,A,,,,,,
D,Sucrose\FV230613_ALM,,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230613_AOI.HMI_Alarmed,A,,,,,,
